iter	Passed	Remaining
376	801	1324
377	803	1322
378	805	1320
379	807	1317
380	809	1315
381	811	1313
382	813	1311
383	816	1309
384	818	1306
385	820	1304
386	822	1302
387	824	1299
388	826	1297
389	828	1295
390	830	1293
391	832	1290
392	834	1288
393	836	1286
394	838	1284
395	840	1281
396	842	1279
397	844	1277
398	846	1275
399	848	1273
400	850	1270
401	852	1268
402	854	1266
403	857	1264
404	859	1262
405	861	1259
406	863	1257
407	865	1255
408	867	1253
409	869	1250
410	871	1248
411	873	1246
412	875	1244
413	877	1242
414	879	1239
415	881	1237
416	883	1235
417	885	1233
418	887	1230
419	889	1228
420	891	1226
421	893	1224
422	895	1221
423	897	1219
424	899	1217
425	902	1215
426	904	1213
427	906	1211
428	908	1208
429	910	1206
430	912	1204
431	914	1201
432	916	1199
433	918	1197
434	920	1195
435	922	1193
436	924	1190
437	926	1188
438	928	1186
439	930	1184
440	932	1181
441	934	1179
442	936	1177
443	938	1175
444	940	1173
445	942	1170
446	944	1168
447	946	1166
448	948	1164
449	950	1162
450	952	1159
451	954	1157
452	956	1155
453	958	1153
454	960	1150
455	962	1148
456	964	1146
457	966	1144
458	968	1141
459	970	1139
460	972	1137
461	974	1135
462	977	1133
463	979	1131
464	981	1128
465	983	1126
466	985	1124
467	987	1122
468	989	1120
469	991	1118
470	993	1115
471	995	1113
472	997	1111
473	999	1109
474	1001	1107
475	1003	1104
476	1005	1102
477	1007	1100
478	1010	1098
479	1012	1096
480	1014	1094
481	1016	1092
482	1018	1089
483	1020	1087
484	1022	1085
485	1024	1083
486	1026	1081
487	1028	1079
488	1030	1077
489	1032	1074
490	1034	1072
491	1036	1070
492	1038	1068
493	1040	1066
494	1042	1063
495	1044	1061
496	1046	1059
497	1048	1057
498	1050	1055
499	1052	1052
500	1054	1050
501	1056	1048
502	1058	1046
503	1060	1043
504	1062	1041
505	1064	1039
506	1066	1037
507	1068	1035
508	1070	1033
509	1072	1030
510	1074	1027
511	1076	1025
512	1078	1023
513	1080	1021
514	1082	1019
515	1084	1017
516	1086	1015
517	1088	1013
518	1090	1010
519	1092	1008
520	1094	1006
521	1096	1004
522	1098	1001
523	1100	999
524	1102	997
525	1104	995
526	1106	993
527	1108	990
528	1110	988
529	1112	986
530	1114	984
531	1116	982
532	1118	980
533	1120	977
534	1122	975
535	1124	973
536	1126	971
537	1128	969
538	1130	967
539	1132	964
540	1134	962
541	1136	960
542	1138	958
543	1140	956
544	1142	954
545	1144	951
546	1146	949
547	1148	947
548	1150	945
549	1153	943
550	1155	941
551	1157	939
552	1158	936
553	1161	934
554	1163	932
555	1165	930
556	1167	928
557	1169	926
558	1171	924
559	1173	921
560	1175	919
561	1177	917
562	1179	915
563	1181	913
564	1183	911
565	1185	909
566	1187	906
567	1189	904
568	1191	902
569	1193	900
570	1195	898
571	1197	896
572	1199	894
573	1202	892
574	1204	890
575	1206	887
576	1208	885
577	1210	883
578	1212	881
579	1214	879
580	1216	877
581	1218	874
582	1220	872
583	1222	870
584	1224	868
585	1226	866
586	1228	864
587	1230	862
588	1232	860
589	1234	857
590	1236	855
591	1239	854
592	1241	851
593	1243	849
594	1245	847
595	1247	845
596	1249	843
597	1251	841
598	1253	839
599	1254	836
600	1256	834
601	1258	832
602	1260	830
603	1262	828
604	1264	825
605	1267	823
606	1269	821
607	1271	819
608	1273	817
609	1275	815
610	1277	813
611	1279	811
612	1281	808
613	1283	806
614	1285	804
615	1287	802
616	1289	800
617	1291	798
618	1293	796
619	1295	793
620	1297	791
621	1299	789
622	1301	787
623	1303	785
624	1305	783
625	1307	781
626	1309	779
627	1311	776
628	1313	774
629	1315	772
630	1317	770
631	1319	768
632	1321	766
633	1323	764
634	1325	762
635	1327	759
636	1329	757
637	1331	755
638	1333	753
639	1335	751
640	1337	749
641	1339	747
642	1341	745
643	1343	742
644	1345	740
645	1347	738
646	1350	736
647	1351	734
648	1353	732
649	1355	730
650	1357	727
651	1359	725
652	1361	723
653	1363	721
654	1365	719
655	1367	717
656	1369	715
657	1371	713
658	1374	710
659	1375	708
660	1377	706
661	1379	704
662	1382	702
663	1384	700
664	1386	698
665	1388	696
666	1390	694
667	1392	691
668	1394	689
669	1396	687
670	1398	685
671	1400	683
672	1402	681
673	1404	679
674	1406	677
675	1408	674
676	1410	672
677	1412	670
678	1414	668
679	1415	666
680	1417	664
681	1419	662
682	1422	660
683	1424	657
684	1426	655
685	1428	653
686	1430	651
687	1432	649
688	1434	647
689	1435	645
690	1437	642
691	1439	640
692	1441	638
693	1443	636
694	1445	634
695	1447	632
696	1449	629
697	1451	627
698	1453	625
699	1455	623
700	1457	621
701	1458	619
702	1460	617
703	1462	615
704	1465	613
705	1466	610
706	1468	608
707	1470	606
708	1472	604
709	1474	602
710	1476	600
711	1478	598
712	1480	595
713	1482	593
714	1484	591
715	1486	589
716	1488	587
717	1490	585
718	1492	583
719	1494	581
720	1496	579
721	1498	577
722	1500	574
723	1502	572
724	1504	570
725	1506	568
726	1508	566
727	1510	564
728	1512	562
729	1514	560
730	1516	557
731	1518	555
732	1519	553
733	1521	551
734	1523	549
735	1525	547
736	1527	545
737	1529	543
738	1531	541
739	1533	538
740	1535	536
741	1537	534
742	1539	532
743	1541	530
744	1543	528
745	1545	526
746	1547	524
747	1549	522
748	1551	519
749	1553	517
750	1555	515
751	1557	513
752	1559	511
753	1561	509
754	1563	507
755	1565	505
756	1567	503
757	1569	500
758	1570	498
759	1572	496
760	1574	494
761	1577	492
762	1579	490
763	1581	488
764	1582	486
765	1584	484
766	1586	482
767	1588	479
768	1590	477
769	1592	475
770	1594	473
771	1596	471
772	1598	469
773	1600	467
774	1601	465
775	1603	462
776	1605	460
777	1607	458
778	1609	456
779	1611	454
780	1613	452
781	1615	450
782	1617	448
783	1618	445
784	1620	443
785	1622	441
786	1624	439
787	1626	437
788	1628	435
789	1630	433
790	1632	431
791	1633	429
792	1635	427
793	1637	424
794	1639	422
795	1641	420
796	1643	418
797	1645	416
798	1647	414
799	1649	412
800	1651	410
801	1653	408
802	1655	406
803	1657	404
804	1659	401
805	1661	399
806	1663	397
807	1665	395
808	1667	393
809	1668	391
810	1670	389
811	1672	387
812	1674	385
813	1676	383
814	1678	381
815	1680	379
816	1682	376
817	1684	374
818	1686	372
819	1688	370
820	1690	368
821	1692	366
822	1694	364
823	1696	362
824	1698	360
825	1700	358
826	1702	356
827	1703	353
828	1706	351
829	1707	349
830	1710	347
831	1712	345
832	1714	343
833	1715	341
834	1718	339
835	1719	337
836	1721	335
837	1723	333
838	1725	331
839	1727	329
840	1729	327
841	1731	324
842	1733	322
843	1735	320
844	1737	318
845	1739	316
846	1741	314
847	1743	312
848	1745	310
849	1747	308
850	1749	306
851	1751	304
852	1753	302
853	1755	300
854	1757	298
855	1759	295
856	1761	293
857	1763	291
858	1765	289
859	1766	287
860	1768	285
861	1770	283
862	1772	281
863	1774	279
864	1776	277
865	1778	275
866	1780	273
867	1782	271
868	1784	268
869	1786	266
870	1788	264
871	1789	262
872	1791	260
873	1793	258
874	1795	256
875	1797	254
876	1799	252
877	1801	250
878	1803	248
879	1805	246
880	1807	244
881	1809	242
882	1811	240
883	1813	237
884	1815	235
885	1817	233
886	1819	231
887	1821	229
888	1823	227
889	1825	225
890	1827	223
891	1829	221
892	1831	219
893	1833	217
894	1835	215
895	1837	213
896	1839	211
897	1841	209
898	1843	207
899	1845	205
900	1847	202
901	1849	200
902	1851	198
903	1853	196
904	1855	194
905	1857	192
906	1858	190
907	1860	188
908	1862	186
909	1864	184
910	1866	182
911	1868	180
912	1870	178
913	1872	176
914	1874	174
915	1876	172
916	1878	170
917	1880	167
918	1882	165
919	1884	163
920	1886	161
921	1888	159
922	1890	157
923	1892	155
924	1894	153
925	1896	151
926	1899	149
927	1901	147
928	1903	145
929	1905	143
930	1907	141
931	1909	139
932	1911	137
933	1913	135
934	1915	133
935	1917	131
936	1919	129
937	1921	127
938	1923	124
939	1925	122
940	1927	120
941	1929	118
942	1931	116
943	1933	114
944	1935	112
945	1937	110
946	1939	108
947	1941	106
948	1943	104
949	1945	102
950	1947	100
951	1949	98
952	1950	96
953	1952	94
954	1954	92
955	1956	90
956	1958	88
957	1960	85
958	1962	83
959	1964	81
960	1966	79
961	1968	77
962	1970	75
963	1972	73
964	1974	71
965	1976	69
966	1978	67
967	1980	65
968	1982	63
969	1984	61
970	1986	59
971	1987	57
972	1989	55
973	1991	53
974	1993	51
975	1995	49
976	1997	47
977	1999	44
978	2001	42
979	2003	40
980	2005	38
981	2007	36
982	2009	34
983	2011	32
984	2013	30
985	2015	28
986	2017	26
987	2019	24
988	2021	22
989	2023	20
990	2025	18
991	2027	16
992	2029	14
993	2031	12
994	2033	10
995	2035	8
996	2037	6
997	2039	4
998	2041	2
999	2043	0
