iter	Logloss
180	0.4372386087
181	0.4367523342
182	0.4365555603
183	0.4361523906
184	0.435415759
185	0.4350314647
186	0.4341837209
187	0.433633173
188	0.4332550707
189	0.4327087762
190	0.4321233699
191	0.4315393498
192	0.4311362431
193	0.43072029
194	0.4303254464
195	0.4298755194
196	0.4291378351
197	0.4287180158
198	0.4282952432
199	0.4277286607
200	0.4273927912
201	0.4270128177
202	0.4264425589
203	0.4259522379
204	0.4254011896
205	0.424685051
206	0.4242430233
207	0.4237732346
208	0.423462678
209	0.4230552044
210	0.4224778581
211	0.4219678414
212	0.4215536726
213	0.421177795
214	0.4207693809
215	0.4204332344
216	0.4200705311
217	0.4196688097
218	0.4194349156
219	0.4190864545
220	0.4187265692
221	0.4183365841
222	0.4180440552
223	0.4175173186
224	0.4171473443
225	0.4166476417
226	0.416185384
227	0.4157811255
228	0.415527143
229	0.4152921856
230	0.4148443148
231	0.4140637749
232	0.413740382
233	0.4132679622
234	0.4127629691
235	0.4124077156
236	0.4118621844
237	0.4116531352
238	0.4114798411
239	0.4109289616
240	0.4104835794
241	0.4101416817
242	0.4099335328
243	0.4096542791
244	0.4094017728
245	0.4090275585
246	0.4086439951
247	0.4081941159
248	0.407851267
249	0.4073867444
250	0.4072103975
251	0.4069198298
252	0.4066284576
253	0.4062378963
254	0.405809819
255	0.4056344759
256	0.4050797675
257	0.4045584318
258	0.4043284449
259	0.4039941165
260	0.40352898
261	0.402941125
262	0.4025776374
263	0.4021678179
264	0.401949864
265	0.4015706183
266	0.4012872521
267	0.4009499887
268	0.4004863248
269	0.4002013428
270	0.4000028939
271	0.3993542127
272	0.3989620521
273	0.3985982913
274	0.3984047977
275	0.3981211389
276	0.3979875145
277	0.3976379301
278	0.3972547959
279	0.3969233343
280	0.3965490275
281	0.3961512787
282	0.3959124014
283	0.3956094233
284	0.395306089
285	0.3948133764
286	0.3945367065
287	0.3943596482
288	0.3941378256
289	0.3937794883
290	0.3934549171
291	0.3931173542
292	0.3928811789
293	0.3923493507
294	0.3921976463
295	0.3918810037
296	0.3916933029
297	0.3913853075
298	0.3909596829
299	0.3905988739
300	0.3904069952
301	0.3901331255
302	0.3898582121
303	0.3894057704
304	0.3892604704
305	0.3888771543
306	0.3887090052
307	0.3885875638
308	0.3884852671
309	0.3881584685
310	0.3878861959
311	0.3877377388
312	0.3871188334
313	0.3869695458
314	0.3867247585
315	0.386213157
316	0.3861175825
317	0.3859334372
318	0.3855148265
319	0.3851444779
320	0.3850064473
321	0.3847767516
322	0.3845745786
323	0.3840925146
324	0.3837029622
325	0.3831853812
326	0.3829462702
327	0.3828061069
328	0.3824556741
329	0.3820806408
330	0.3818034475
331	0.3815079415
332	0.3812618125
333	0.3809861074
334	0.3808814107
335	0.3808119524
336	0.3805975715
337	0.3802080253
338	0.37988734
339	0.3796742523
340	0.3793945931
341	0.3791169826
342	0.3789578183
343	0.3786134691
344	0.3781404339
345	0.3778295233
346	0.377592008
347	0.377298031
348	0.3771926967
349	0.376871413
350	0.3765180873
351	0.3762747115
352	0.3760463992
353	0.3757119144
354	0.3753519435
355	0.3749832822
356	0.3747878586
357	0.3745770643
358	0.3741906479
359	0.3740143088
360	0.3738367746
361	0.3736342122
362	0.3734334407
363	0.3731275554
364	0.3729419681
365	0.3726467045
366	0.3723642593
367	0.3721249885
368	0.3719471335
369	0.3716882339
370	0.371472913
371	0.3712699184
372	0.3711084498
373	0.3710259113
374	0.3707876573
375	0.3704896896
376	0.370128644
377	0.369917116
378	0.369480373
379	0.3693007688
380	0.3691029184
381	0.3687459759
382	0.3685431508
383	0.368396203
384	0.3682427224
385	0.3680628994
386	0.3678947348
387	0.3678337424
388	0.3675585941
389	0.3674474589
390	0.3670829176
391	0.367028062
392	0.366870214
393	0.3666818069
394	0.3664337688
395	0.3663301847
396	0.3659729879
397	0.3658885304
398	0.3655008921
399	0.3653295314
400	0.3652290751
401	0.3649769205
402	0.3648431599
403	0.3644621623
404	0.3643058228
405	0.3640575796
406	0.3639717565
407	0.3637452484
408	0.3635717092
409	0.3633980641
410	0.36312895
411	0.3627262092
412	0.3624416939
413	0.3622347601
414	0.3619942004
415	0.3617950277
416	0.3615898952
417	0.3614338747
418	0.360867025
419	0.3604216236
420	0.3602170816
421	0.3600704327
422	0.3599968264
423	0.3597775476
424	0.3593721754
425	0.3590596201
426	0.3587992107
427	0.3586713703
428	0.3586355314
429	0.358469682
430	0.358145982
431	0.3580407965
432	0.3579412173
433	0.3576530785
434	0.3573417742
435	0.3571401872
436	0.3570468377
437	0.3568424253
438	0.3565449478
439	0.3557310304
440	0.3555357703
441	0.3551165386
442	0.3549652391
443	0.354762528
444	0.3544970435
445	0.3542172156
446	0.3540693281
447	0.3538306635
448	0.3536160023
449	0.3534241741
450	0.3531139573
451	0.3529131604
452	0.352618218
453	0.3523981496
454	0.3522210562
455	0.3521073964
456	0.3519247252
457	0.351815416
458	0.3516665959
459	0.3515351911
460	0.3513803152
461	0.3511541719
462	0.3508541769
463	0.350498529
464	0.3502840123
465	0.3500464885
466	0.3498496096
467	0.3496682785
468	0.3494798102
469	0.3493092537
470	0.349097433
471	0.3486631483
472	0.3486175271
473	0.3484265259
474	0.3481809314
475	0.3479450547
476	0.347597389
477	0.34724441
478	0.347043666
479	0.3469462583
480	0.3467455234
481	0.3465857656
482	0.3463309089
483	0.3460715186
484	0.3458584322
485	0.3457400067
486	0.3455924447
487	0.3452635002
488	0.3449776355
489	0.3447501682
490	0.3443880133
491	0.344285446
492	0.3441408636
493	0.3439681737
494	0.3436396158
495	0.343218577
496	0.3429833063
497	0.3425763396
498	0.3420994229
499	0.3418924981
500	0.3416659261
501	0.3414416368
502	0.3412691433
503	0.3410618425
504	0.3408482439
505	0.340621398
506	0.3402882632
507	0.3400959271
508	0.3398487115
509	0.3398366359
510	0.3397478563
511	0.3395514725
512	0.33948258
513	0.3392872334
514	0.338973939
515	0.3385925276
516	0.338436445
517	0.3383402236
518	0.338140071
519	0.3379917778
520	0.3376538265
521	0.337446095
522	0.3373272399
523	0.3371937327
524	0.3371007799
525	0.3368635204
526	0.336656222
527	0.3366006092
528	0.3364804083
529	0.3362807137
530	0.3361463556
531	0.3357602281
532	0.3354541442
533	0.3352572891
534	0.3350429863
535	0.3348386371
536	0.3345486639
537	0.3343506129
538	0.3340339792
539	0.3338086905
540	0.3336485556
541	0.3334149718
542	0.3332796278
543	0.3330685743
544	0.3330064133
545	0.3329152051
546	0.3327150431
547	0.3324011068
548	0.3322478161
549	0.3321917644
550	0.3321612116
551	0.3320065687
552	0.3318874722
553	0.3317147554
554	0.3314522505
555	0.3312677063
556	0.3309206487
557	0.3308191785
558	0.3306828071
559	0.3304645017
560	0.3303017815
561	0.3301994136
562	0.3299844037
563	0.3296909246
564	0.3294761024
565	0.329285363
566	0.3292055047
567	0.3290213497
568	0.3289013608
569	0.3286795451
570	0.3284595625
571	0.3280732662
572	0.3277592335
573	0.3275213822
574	0.3274134249
575	0.3272896751
576	0.3270330424
577	0.327011761
578	0.3267475081
579	0.3262673582
580	0.3258574471
581	0.3255232264
582	0.3251995805
583	0.3249944249
584	0.3247984783
585	0.3246111536
586	0.324247007
587	0.3237692322
588	0.3235663907
589	0.3232249514
590	0.3230940506
591	0.3229167262
592	0.3228058111
593	0.3226514702
594	0.3222313157
595	0.3219428955
596	0.3218193692
597	0.3215911606
598	0.3213373977
599	0.321324673
600	0.3211614513
601	0.3209121313
602	0.3206894681
603	0.3205861891
604	0.3204196349
605	0.3201463465
606	0.3198810603
607	0.3195878671
608	0.3193879938
609	0.3192266842
610	0.3190585987
611	0.3188482288
612	0.3185352356
613	0.3183025898
614	0.3180446606
615	0.3176626583
616	0.3175587269
617	0.3174540665
618	0.3173141582
619	0.3171901649
620	0.3169836307
621	0.3167791959
622	0.3167019234
623	0.3165632652
624	0.3163466548
625	0.3161844739
626	0.3159264227
627	0.3156736538
628	0.3155740335
629	0.3155602415
630	0.3152027057
631	0.31497479
632	0.3148943838
633	0.3147638355
634	0.3144712005
635	0.3142606895
636	0.3139497836
637	0.3136530064
638	0.3133400043
639	0.3129871536
640	0.3129417509
641	0.3127373249
642	0.3127179666
643	0.3124682733
644	0.3121767911
645	0.31198263
646	0.3118710405
647	0.3117943812
648	0.311198928
649	0.3109134472
650	0.3107220521
651	0.3105816878
652	0.3103855853
653	0.3101622811
654	0.3099343671
655	0.3098512664
656	0.3095350203
657	0.3091304721
658	0.3088327083
659	0.3087014369
660	0.3086095736
661	0.3084117222
662	0.3081328421
663	0.3078341645
664	0.3077019742
665	0.3075638433
666	0.3075350121
667	0.3073124042
668	0.306991068
669	0.3067274571
670	0.3066262662
671	0.3064496478
672	0.3063105333
673	0.3062075044
674	0.3057781072
675	0.3055325232
676	0.3053627583
677	0.3051944271
678	0.3051717673
679	0.3048516071
680	0.3045629684
681	0.3042589766
682	0.3038848069
683	0.3036063215
684	0.3031260079
685	0.30278602
686	0.3026881883
687	0.3024657602
688	0.3023916242
689	0.3021504718
690	0.3021236659
691	0.3019156994
692	0.3016863258
693	0.3013955462
694	0.3013379036
695	0.3012978902
696	0.3012042127
697	0.3010880238
698	0.3008628405
699	0.3005626838
700	0.3003337029
701	0.3002518315
702	0.3001437759
703	0.3001260915
704	0.3000839421
705	0.2998718682
706	0.2997403099
707	0.2995102131
708	0.2994624481
709	0.2993255051
710	0.2991437882
711	0.2988812078
712	0.2986551835
713	0.2984894939
714	0.2983353986
715	0.2982293019
716	0.2979671217
717	0.2976473338
718	0.29745772
719	0.2972160015
720	0.2970546101
721	0.2967423888
722	0.2965117206
723	0.2964899845
724	0.2962462746
725	0.2961194536
726	0.2959084796
727	0.2956976889
728	0.2955533186
729	0.2954476641
730	0.2953554186
731	0.2950829486
732	0.29497258
733	0.2948355213
734	0.2947536802
735	0.2947121675
736	0.2943785495
737	0.294151635
738	0.2939458462
739	0.2937342896
740	0.2936481862
741	0.2934238504
742	0.2929460983
743	0.2927269565
744	0.2924537964
745	0.292367337
746	0.292266688
747	0.2920012484
748	0.2917409288
749	0.2913852046
750	0.2911985343
751	0.2909459893
752	0.2907222346
753	0.290447818
754	0.2902233962
755	0.2901385408
756	0.2899988358
757	0.2896824582
758	0.2894363065
759	0.2891845798
760	0.2891369357
761	0.2890009265
762	0.2885927256
763	0.2881117254
764	0.2877501988
765	0.2875160434
766	0.2874918125
767	0.2871689325
768	0.2870114649
769	0.2867926102
770	0.2865569066
771	0.2864634374
772	0.2861874942
773	0.2858448019
774	0.2856553108
775	0.285540196
776	0.2854675034
777	0.2852402748
778	0.2850277886
779	0.2850092792
780	0.284966395
781	0.2847931157
782	0.2846399445
783	0.2846300928
784	0.2843772718
785	0.2843267644
786	0.2837636697
787	0.2836047098
788	0.283550091
789	0.2831496663
790	0.2828728626
791	0.2826011341
792	0.2823708753
793	0.2823053273
794	0.2821305504
795	0.2821103918
796	0.2818047769
797	0.2815390426
798	0.2814690731
799	0.2812371228
800	0.280872813
801	0.2805587473
802	0.2800133374
803	0.279797431
804	0.2797663524
805	0.2794650317
806	0.2791274465
807	0.2790822412
808	0.2787839156
809	0.2785790869
810	0.2785527437
811	0.2783571404
812	0.2780547653
813	0.2779385802
814	0.277749516
815	0.2777167843
816	0.2774603958
817	0.2772210191
818	0.2769708872
819	0.2768222621
820	0.2767087572
821	0.2765838565
822	0.2762854001
823	0.2759845303
824	0.2758319656
825	0.2757294985
826	0.275688654
827	0.2755315829
828	0.2751185573
829	0.2750778561
830	0.2748354162
831	0.2746170613
832	0.2742334863
833	0.2740231536
834	0.2738402537
835	0.273777857
836	0.2735242539
837	0.2734109321
838	0.2730853695
839	0.272892099
840	0.2725656232
841	0.2723938068
842	0.2719860693
843	0.2717457402
844	0.2717202372
845	0.2716638704
846	0.271510866
847	0.2712168845
848	0.2711767308
849	0.2711453178
850	0.2708029335
851	0.2704724227
852	0.2702370425
853	0.2699559632
854	0.2696959013
855	0.2694821753
856	0.2693261933
857	0.2690736765
858	0.2689277351
859	0.268894875
860	0.268694824
861	0.268384243
862	0.2681064253
863	0.2679449852
864	0.2677439601
865	0.267321545
866	0.2670700853
867	0.2670449623
868	0.2667268397
869	0.2664173935
870	0.2662021155
871	0.265967469
872	0.2657755505
873	0.2655258993
874	0.2651224748
875	0.2648263863
876	0.2647619429
877	0.2647273767
878	0.2644851564
879	0.2642372974
880	0.2642178763
881	0.2640044776
882	0.2637756881
883	0.2637515092
884	0.2635839068
885	0.2633044626
886	0.2632681758
887	0.2631037713
888	0.2628684074
889	0.2625447045
890	0.2622792404
891	0.2621095723
892	0.2619742183
893	0.261776475
894	0.261500312
895	0.2612655058
896	0.2610136886
897	0.2609851821
898	0.2607516218
899	0.2607134478
900	0.2603537189
901	0.2601641559
902	0.2599434359
903	0.2595983952
904	0.2593676622
905	0.2591861
906	0.259000345
907	0.2587185653
908	0.2585252641
909	0.2583132299
910	0.2580159872
911	0.2577302741
912	0.257328757
913	0.2569988315
914	0.2567482264
915	0.2565756677
916	0.2563623152
917	0.2561777147
918	0.2558015144
919	0.2556572791
920	0.2556397928
921	0.2554102058
922	0.2552562088
923	0.2549820227
924	0.2547861314
925	0.2546589622
926	0.2543695416
927	0.2541583294
928	0.2538440191
929	0.2536210484
930	0.2535949057
931	0.253309405
932	0.2530429091
933	0.2528745581
934	0.2526685728
935	0.2524405992
936	0.2522677831
937	0.25212266
938	0.2519284198
939	0.2517342142
940	0.2514650558
941	0.2512689533
942	0.2510152654
943	0.2508824221
944	0.2506796502
945	0.2505312769
946	0.2503237976
947	0.2501047209
948	0.2497881979
949	0.2496046025
950	0.2494195894
951	0.2491758199
952	0.2488761701
953	0.2485200571
954	0.2483680513
955	0.2483459599
956	0.248307706
957	0.2482662091
958	0.248115924
959	0.2478177347
960	0.2475933448
961	0.2475793698
962	0.2474271504
963	0.2470862675
964	0.2469653401
965	0.246712036
966	0.2465864021
967	0.246185639
968	0.2458400413
969	0.245586361
970	0.2453447664
971	0.2451926445
972	0.2450147702
973	0.2448362538
974	0.244569846
975	0.2444511668
976	0.2441427794
977	0.243999494
978	0.2436852499
979	0.2434878025
980	0.2431691593
981	0.2428254534
982	0.2425744115
983	0.242382314
984	0.242355229
985	0.2419959439
986	0.2417307927
987	0.2415250918
988	0.2413727488
989	0.2411815277
990	0.2409627867
991	0.2407916815
992	0.2405031132
993	0.2403408337
994	0.2401341799
995	0.2399203127
996	0.2396392369
997	0.2394732161
998	0.2394559565
999	0.2392770977
