iter	Logloss
291	0.4181787517
292	0.4177686424
293	0.4175270375
294	0.4172454687
295	0.4168470237
296	0.4166914285
297	0.4164229392
298	0.4162593932
299	0.4160843459
300	0.4159140154
301	0.4156158136
302	0.4154749425
303	0.4153024993
304	0.41499926
305	0.4147444943
306	0.4145954608
307	0.4142853127
308	0.4139629624
309	0.4136544807
310	0.4133923881
311	0.4130721067
312	0.4129161451
313	0.4125264437
314	0.4123696198
315	0.4122529827
316	0.4118937014
317	0.4115400446
318	0.4111897407
319	0.4110829707
320	0.410796443
321	0.4105944629
322	0.4104938544
323	0.4104185992
324	0.410057203
325	0.4096731941
326	0.4094528297
327	0.4089851067
328	0.408779985
329	0.4085846299
330	0.4081448535
331	0.4078648497
332	0.407799181
333	0.4074841035
334	0.4071595294
335	0.4067347621
336	0.4065849712
337	0.4063069446
338	0.4060509696
339	0.405831838
340	0.4055998677
341	0.4052513925
342	0.4047984988
343	0.4047116789
344	0.4045430104
345	0.4043972372
346	0.4040623652
347	0.4036477728
348	0.4034093237
349	0.4032121552
350	0.4030259649
351	0.4028574099
352	0.4027057575
353	0.4025858138
354	0.4023273538
355	0.4021060676
356	0.401946453
357	0.401682815
358	0.4012499007
359	0.4010243845
360	0.4008313092
361	0.4005614265
362	0.4002583496
363	0.4000764964
364	0.3996536109
365	0.3993586896
366	0.39910622
367	0.3989096977
368	0.3986783137
369	0.3985127238
370	0.3981679017
371	0.3979658372
372	0.3977567437
373	0.3974226887
374	0.3972943177
375	0.397157926
376	0.3968006953
377	0.3963295685
378	0.3962098898
379	0.3960767752
380	0.3958745128
381	0.3955332058
382	0.3951724189
383	0.3949879884
384	0.394749357
385	0.394619694
386	0.3945119328
387	0.3943544043
388	0.3940637177
389	0.39368291
390	0.3934472134
391	0.3932782744
392	0.3930455195
393	0.3929251496
394	0.3925125276
395	0.3923038277
396	0.3918497038
397	0.3916348998
398	0.39162725
399	0.3913169608
400	0.3911278902
401	0.3908572209
402	0.3907087931
403	0.390573383
404	0.3904226666
405	0.3901708404
406	0.3899991714
407	0.3898115241
408	0.3895759412
409	0.3894002927
410	0.3891561583
411	0.3889274746
412	0.3886250497
413	0.3884907229
414	0.3882513192
415	0.3880526375
416	0.387931895
417	0.3876234278
418	0.3872997236
419	0.3871588313
420	0.3870360883
421	0.3868546334
422	0.3865917296
423	0.3863905024
424	0.3861855176
425	0.3860058298
426	0.385789152
427	0.3856073703
428	0.3853715282
429	0.3851602244
430	0.3847802934
431	0.3844961417
432	0.3843705949
433	0.3840700841
434	0.3836131378
435	0.3832956952
436	0.3831024112
437	0.3828649178
438	0.3825733582
439	0.3822706127
440	0.3821751411
441	0.3819651436
442	0.3815607449
443	0.3812982179
444	0.3811327909
445	0.38079787
446	0.3805732067
447	0.3803856149
448	0.3803485394
449	0.3802629319
450	0.380109538
451	0.3799765282
452	0.3797595464
453	0.3794060241
454	0.3793012075
455	0.3791947953
456	0.3790452956
457	0.3789514781
458	0.3788687468
459	0.3785090571
460	0.3782542518
461	0.3779651217
462	0.3778138036
463	0.3777527431
464	0.3774060742
465	0.3773008527
466	0.3772220472
467	0.3768697082
468	0.3767027032
469	0.3766299579
470	0.3764120959
471	0.376180528
472	0.3759226208
473	0.3758392314
474	0.3755873946
475	0.3754300833
476	0.3751221133
477	0.3749908334
478	0.3745799309
479	0.3742861812
480	0.3740771498
481	0.3739248861
482	0.3737812376
483	0.3736972548
484	0.3734265935
485	0.3732650928
486	0.3731567114
487	0.3728699433
488	0.3724856084
489	0.3723506294
490	0.3722976505
491	0.3721752165
492	0.3720149901
493	0.3717709631
494	0.3715105221
495	0.3714286478
496	0.3712853138
497	0.3712151525
498	0.3709150199
499	0.3706981011
500	0.3705074526
501	0.3702388176
502	0.3700082821
503	0.369789456
504	0.3696829824
505	0.3693749201
506	0.3690329532
507	0.3687890859
508	0.3686564309
509	0.3685556939
510	0.3682468288
511	0.3680707014
512	0.3678685255
513	0.3676148973
514	0.3673607508
515	0.3671450879
516	0.3668844616
517	0.3666211238
518	0.366396856
519	0.3662852848
520	0.3661966501
521	0.3660082595
522	0.3658055342
523	0.3656926261
524	0.3654822967
525	0.3653105008
526	0.365152155
527	0.3647259498
528	0.3646604714
529	0.3643699394
530	0.3642145193
531	0.3640752426
532	0.3639101335
533	0.3637008689
534	0.3634857229
535	0.3633312672
536	0.363210062
537	0.3630925019
538	0.3628663303
539	0.3628094099
540	0.3626854696
541	0.3626411721
542	0.3625084172
543	0.3622847296
544	0.3621651124
545	0.3620817819
546	0.3619061073
547	0.3615887264
548	0.3614833423
549	0.3611884064
550	0.361062715
551	0.3609061411
552	0.3606586787
553	0.3603367441
554	0.3602436729
555	0.3600826951
556	0.3597633097
557	0.3594746132
558	0.3593057606
559	0.3592012432
560	0.359146473
561	0.3587601613
562	0.3586990278
563	0.3585493101
564	0.3582860814
565	0.3579005506
566	0.3576157073
567	0.3575323364
568	0.3574430531
569	0.3572026763
570	0.3570628719
571	0.3570016828
572	0.3567496534
573	0.3565110897
574	0.3563922849
575	0.3560768766
576	0.3558594864
577	0.3557827209
578	0.3557354639
579	0.3555914615
580	0.3553844422
581	0.3551427414
582	0.3549676043
583	0.3548859438
584	0.3545456497
585	0.3544251838
586	0.3541155269
587	0.3537902811
588	0.3535363595
589	0.3532486138
590	0.3529900287
591	0.3528575511
592	0.3526657864
593	0.352463022
594	0.3523666958
595	0.3520301142
596	0.3518786472
597	0.3517677447
598	0.3516426378
599	0.3514838968
600	0.3511074993
601	0.3510293161
602	0.3506463767
603	0.3504768513
604	0.3502474469
605	0.350088342
606	0.3499522679
607	0.3495748067
608	0.3494364599
609	0.3490626349
610	0.3488896733
611	0.3487085387
612	0.348502692
613	0.3483751189
614	0.3481633826
615	0.348002046
616	0.3478903806
617	0.3477126895
618	0.3476720659
619	0.3474663191
620	0.3472253294
621	0.3470098461
622	0.3466729996
623	0.3465163528
624	0.3463434531
625	0.3462600539
626	0.3461432895
627	0.3460284196
628	0.3457939696
629	0.3454700273
630	0.3452575915
631	0.3449836707
632	0.3448227789
633	0.3444499628
634	0.3443247768
635	0.3440749587
636	0.3439492844
637	0.3436682222
638	0.3434228682
639	0.3432197237
640	0.3430799013
641	0.3430414383
642	0.3429254816
643	0.3427091654
644	0.3423508221
645	0.342182064
646	0.3420806556
647	0.3417767865
648	0.3415241748
649	0.3413590821
650	0.341110789
651	0.3409860853
652	0.3408297214
653	0.3407861632
654	0.3403793234
655	0.3401938327
656	0.3400843695
657	0.3399617179
658	0.3397985551
659	0.3396217225
660	0.3395382906
661	0.3394072333
662	0.3393505307
663	0.339112797
664	0.3388520237
665	0.3385010741
666	0.3383845106
667	0.3383527855
668	0.3382002238
669	0.3381749033
670	0.3377924676
671	0.3376378861
672	0.3373382374
673	0.3372797088
674	0.3370792272
675	0.336893794
676	0.3367167409
677	0.3366424711
678	0.3363526952
679	0.335881588
680	0.3357914228
681	0.3356855752
682	0.3356363475
683	0.3355081129
684	0.3350488041
685	0.3348989948
686	0.3348426711
687	0.334762069
688	0.3347274133
689	0.3346059455
690	0.3345596874
691	0.334516813
692	0.3343964271
693	0.334263396
694	0.3342273126
695	0.3341368487
696	0.3338999151
697	0.3335871553
698	0.3334651624
699	0.333348357
700	0.3332690582
701	0.3332293887
702	0.3331650191
703	0.3331437698
704	0.332846981
705	0.3327769934
706	0.3325596287
707	0.3325386531
708	0.3324628726
709	0.3321633723
710	0.3318618398
711	0.331728753
712	0.3316645881
713	0.3314052749
714	0.3312592274
715	0.3310032104
716	0.3308464601
717	0.330567234
718	0.3305296027
719	0.3303553838
720	0.3303125532
721	0.3301406843
722	0.3300279259
723	0.3297807554
724	0.3293333354
725	0.3292865896
726	0.3290455497
727	0.3289376141
728	0.3288479184
729	0.3287514148
730	0.3284775246
731	0.3283297874
732	0.3282729103
733	0.3280828602
734	0.3276799833
735	0.3275550197
736	0.3274585614
737	0.3273358063
738	0.3272520464
739	0.3272115259
740	0.327080761
741	0.3267644438
742	0.3266015677
743	0.3263768482
744	0.326329301
745	0.3260356656
746	0.3257967086
747	0.3256379037
748	0.3254887316
749	0.3253061921
750	0.3250038728
751	0.3248872321
752	0.3246381937
753	0.3245330472
754	0.3243116009
755	0.3241632342
756	0.3237865105
757	0.3236241012
758	0.3233607304
759	0.3231922429
760	0.3228566689
761	0.3226617236
762	0.3224206526
763	0.322384924
764	0.3222064629
765	0.3219851363
766	0.3217606021
767	0.3217224519
768	0.3215949644
769	0.3214455923
770	0.3212683444
771	0.321072983
772	0.3208669078
773	0.3208247991
774	0.3205454379
775	0.3203079234
776	0.3199522657
777	0.3199306467
778	0.3198651226
779	0.3198049591
780	0.3195809996
781	0.3194223937
782	0.3191776241
783	0.3189559752
784	0.3188312753
785	0.3186985995
786	0.3183924914
787	0.3181392855
788	0.3179496576
789	0.3178463172
790	0.3175812503
791	0.3173524892
792	0.3171971862
793	0.3169712975
794	0.3166753735
795	0.3163604474
796	0.3160033923
797	0.315938423
798	0.3157962594
799	0.3154969052
800	0.3153553168
801	0.3151135901
802	0.3149260106
803	0.3145786305
804	0.3143826512
805	0.3140576626
806	0.3138444852
807	0.3135997303
808	0.3135559802
809	0.3132449103
810	0.3132103292
811	0.3131901948
812	0.3130050167
813	0.3127379107
814	0.3124580616
815	0.3122841491
816	0.3122011044
817	0.3121004704
818	0.3118000114
819	0.3114599534
820	0.3112041993
821	0.3109703117
822	0.3108329702
823	0.310791311
824	0.3105636039
825	0.3105380242
826	0.3104079608
827	0.3103008615
828	0.3101582967
829	0.3098628556
830	0.309656562
831	0.3094732681
832	0.309420307
833	0.3092604361
834	0.3090739721
835	0.3088475473
836	0.3084281803
837	0.3083880882
838	0.3083264146
839	0.3081522304
840	0.3080433421
841	0.3078025911
842	0.307547463
843	0.307332711
844	0.3070626292
845	0.306878654
846	0.3067515589
847	0.3067323395
848	0.3064562875
849	0.3062836302
850	0.3060877788
851	0.3060513289
852	0.3058961288
853	0.3056323488
854	0.3054461836
855	0.3054124478
856	0.3052364143
857	0.3048499361
858	0.3044637565
859	0.3042630974
860	0.3039731829
861	0.3038005704
862	0.3036756726
863	0.3035150193
864	0.3032089954
865	0.3030647825
866	0.3030180469
867	0.3028908181
868	0.3026876456
869	0.3025342097
870	0.3024987237
871	0.3021754357
872	0.3018551817
873	0.3016089455
874	0.3015912894
875	0.3014495191
876	0.3013361296
877	0.3011916797
878	0.3011753699
879	0.3007296443
880	0.3003832435
881	0.3001024968
882	0.2998394031
883	0.2997118755
884	0.2996951972
885	0.2994733855
886	0.2990188073
887	0.2988605023
888	0.2988345044
889	0.298579757
890	0.2984240169
891	0.2982574779
892	0.2980587849
893	0.2978757189
894	0.2976985193
895	0.2974937619
896	0.2972468431
897	0.297212226
898	0.2970526565
899	0.2969079002
900	0.2968745639
901	0.2968596047
902	0.2967105452
903	0.2965131414
904	0.2963596611
905	0.2961573278
906	0.2959362827
907	0.2956233041
908	0.2954555572
909	0.2951823232
910	0.2950409107
911	0.2948532645
912	0.2948175964
913	0.2945766177
914	0.2943808247
915	0.2943529043
916	0.2941295063
917	0.2941007017
918	0.2940725284
919	0.2937399951
920	0.2936323699
921	0.2934574736
922	0.2934301516
923	0.2932046215
924	0.2929918783
925	0.2927680942
926	0.2924530985
927	0.2923015504
928	0.2921077157
929	0.2920623577
930	0.2917098158
931	0.2915342601
932	0.2913252452
933	0.2911421314
934	0.2908031566
935	0.2904737888
936	0.2903492869
937	0.2903099145
938	0.2899557742
939	0.2899405657
940	0.2897443049
941	0.2895164304
942	0.2892155357
943	0.289012098
944	0.2887385954
945	0.2886426254
946	0.2884897101
947	0.2883723652
948	0.2882062639
949	0.2879806126
950	0.2877093997
951	0.2876843118
952	0.2875123753
953	0.2872609631
954	0.286906929
955	0.2865938152
956	0.2865655945
957	0.28647839
958	0.2862937432
959	0.2862647687
960	0.2861446087
961	0.2859468092
962	0.2857817629
963	0.2857524532
964	0.2857261458
965	0.2855491358
966	0.2852998681
967	0.2849182114
968	0.2846775105
969	0.2844495971
970	0.2842963564
971	0.2839216884
972	0.2839060747
973	0.2837332904
974	0.2835046173
975	0.2833341452
976	0.2831434513
977	0.2828962141
978	0.2825361982
979	0.2823928533
980	0.282226752
981	0.2821515639
982	0.2820320801
983	0.2818563687
984	0.2816649568
985	0.2814556935
986	0.2814276436
987	0.281205072
988	0.2810241112
989	0.2807879066
990	0.2807598563
991	0.2804468335
992	0.2803135451
993	0.2802877753
994	0.2800639862
995	0.2799343182
996	0.279739883
997	0.2795478695
998	0.2792727743
999	0.2791643901
